,user_id,name,priority,category
38,ccb04ede-2349-11ea-9a47-74d02b9c93aa,do a handstand for at least 10 seconds,1,fitness
39,ccb04edf-2349-11ea-95cf-74d02b9c93aa,volunteer,5,social and family
40,ccb04edf-2349-11ea-95cf-74d02b9c93aa,reach out to a distant family member,3,social and family
41,ccb04edf-2349-11ea-95cf-74d02b9c93aa,develop the skills that are needed to properly learn,1,knowledge
42,ccb04edf-2349-11ea-95cf-74d02b9c93aa,be an innovator,5,career
43,ccb04edf-2349-11ea-95cf-74d02b9c93aa,take trips to the 50 holiest sites in the world,1,spiritual
44,ccb04edf-2349-11ea-95cf-74d02b9c93aa,30-day squat challenge,4,fitness
45,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,reach out to a distant family member,3,social and family
46,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,be inspiring,4,social and family
47,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,be a good family member,2,social and family
48,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,overcome the fear of public speaking,4,career
49,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,exceed the expectations,3,career
50,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,start my own business,1,career
51,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,become my best self,4,long-term
52,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,adopt a child,4,long-term
53,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,journal every day,1,personal
54,ccb04ee0-2349-11ea-af3a-74d02b9c93aa,start a gratitude journal,5,personal
55,ccb04ee1-2349-11ea-98bc-74d02b9c93aa,limit screen time after work,3,personal
56,ccb04ee1-2349-11ea-98bc-74d02b9c93aa,start a gratitude journal,4,personal
57,ccb04ee1-2349-11ea-98bc-74d02b9c93aa,get up when your alarm goes off,1,personal
58,ccb04ee1-2349-11ea-98bc-74d02b9c93aa,stay offline one day per week,3,healthy
59,ccb04ee1-2349-11ea-98bc-74d02b9c93aa,eat more veggies,2,healthy
60,ccb04ee1-2349-11ea-98bc-74d02b9c93aa,do a one-arm pushup,2,fitness
61,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,rally a community around,3,long-term
62,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,create financial freedom,1,long-term
63,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,exceed the expectations,1,career
64,ccb04ee2-2349-11ea-b32b-74d02b9c93aa,overcome the fear of public speaking,2,career
65,ccb04ee3-2349-11ea-9020-74d02b9c93aa,do thirty pushups,1,fitness
66,ccb04ee3-2349-11ea-9020-74d02b9c93aa,swim a mile,2,fitness
67,ccb04ee3-2349-11ea-9020-74d02b9c93aa,try a new form of exercise,1,fitness
68,ccb04ee3-2349-11ea-9020-74d02b9c93aa,plan your dream vacation,2,personal
69,ccb04ee3-2349-11ea-9020-74d02b9c93aa,start a gratitude journal,3,personal
70,ccb04ee3-2349-11ea-9020-74d02b9c93aa,adopt a child,3,long-term
71,ccb04ee3-2349-11ea-9020-74d02b9c93aa,take a class that interests me but is irrelevant to my career,4,knowledge
72,ccb04ee4-2349-11ea-b369-74d02b9c93aa,take a class that interests me but is irrelevant to my career,1,knowledge
73,ccb04ee4-2349-11ea-b369-74d02b9c93aa,recognize that learning can happen anywhere,3,knowledge
74,ccb04ee4-2349-11ea-b369-74d02b9c93aa,learn to ask for help,5,social and family
75,ccb04ee4-2349-11ea-b369-74d02b9c93aa,be interpersonally effective,4,social and family
76,ccb04ee4-2349-11ea-b369-74d02b9c93aa,be inspiring,3,social and family
77,ccb04ee4-2349-11ea-b369-74d02b9c93aa,write a short story,3,creative
78,ccb04ee4-2349-11ea-b369-74d02b9c93aa,learn to live in line with spiritual values,1,spiritual
79,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,run a 10k,2,fitness
80,ccb04ee5-2349-11ea-9fd7-74d02b9c93aa,touch the rim of a basketball hoop,4,fitness
81,ccb04ee6-2349-11ea-b664-74d02b9c93aa,design an innovative technology,4,creative
82,ccb04ee6-2349-11ea-b664-74d02b9c93aa,"write 1,200 words each day for a month",4,creative
83,ccb04ee6-2349-11ea-b664-74d02b9c93aa,plan your dream vacation,3,personal
84,ccb04ee6-2349-11ea-b664-74d02b9c93aa,read 20 pages per day,5,personal
85,ccb04ee6-2349-11ea-b664-74d02b9c93aa,get up when your alarm goes off,2,personal
86,ccb04ee6-2349-11ea-b664-74d02b9c93aa,learn to view my mistakes,4,knowledge
87,ccb04ee6-2349-11ea-b664-74d02b9c93aa,continue my education,5,career
88,ccb04ee6-2349-11ea-b664-74d02b9c93aa,become a thought leader,1,career
89,ccb04ee6-2349-11ea-b664-74d02b9c93aa,take trips to the 50 holiest sites in the world,4,spiritual
90,ccb04ee6-2349-11ea-b664-74d02b9c93aa,become a master at reiki,1,spiritual
91,ccb04ee7-2349-11ea-8ae7-74d02b9c93aa,donate to a cause you care about,4,financial
92,ccb04ee8-2349-11ea-9187-74d02b9c93aa,touch the rim of a basketball hoop,2,fitness
93,ccb04ee8-2349-11ea-9187-74d02b9c93aa,be respected,5,social and family
94,ccb04ee8-2349-11ea-9187-74d02b9c93aa,journal every day,3,personal
95,ccb04ee8-2349-11ea-9187-74d02b9c93aa,do a media detox,3,personal
96,ccb04ee8-2349-11ea-9187-74d02b9c93aa,limit screen time after work,3,personal
97,ccb04ee8-2349-11ea-9187-74d02b9c93aa,meet someone who has a religious or spiritual background,3,spiritual
98,ccb04ee8-2349-11ea-9187-74d02b9c93aa,interview a spiritual leader,5,spiritual
99,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,become an active listener,5,social and family
100,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,learn to ask for help,2,social and family
101,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,journal every day,4,personal
102,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,limit screen time after work,2,personal
103,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,attend a silent retreat,1,spiritual
104,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,take trips to the 50 holiest sites in the world,1,spiritual
105,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,make an extra $500,3,financial
106,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,"cut out the small, frequent purchases",4,financial
107,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,exercise,4,healthy
108,ccb04ee9-2349-11ea-a54d-74d02b9c93aa,try a new sport or activity,2,healthy
109,ccb04eea-2349-11ea-99a6-74d02b9c93aa,create a new recipe and master it,4,creative
110,ccb04eea-2349-11ea-99a6-74d02b9c93aa,enjoy being a beginner,1,creative
111,ccb04eea-2349-11ea-99a6-74d02b9c93aa,choreograph a dance,3,creative
112,ccb04eea-2349-11ea-99a6-74d02b9c93aa,go au natural,4,healthy
113,ccb04eea-2349-11ea-99a6-74d02b9c93aa,invent something,3,long-term
114,ccb04eea-2349-11ea-99a6-74d02b9c93aa,adopt a child,1,long-term
115,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,create a new recipe and master it,4,creative
116,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,enjoy being a beginner,4,creative
117,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,volunteer,2,social and family
118,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,become an active listener,1,social and family
119,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,maintain a healthy work-life balance,3,social and family
120,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,make a career out of a hobby,1,career
121,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,eat in for 30 days straight,5,healthy
122,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,take trips to the 50 holiest sites in the world,3,spiritual
123,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,become a master at reiki,3,spiritual
124,ccb04eeb-2349-11ea-bfce-74d02b9c93aa,attend a silent retreat,2,spiritual
126,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,start a gratitude journal,3,personal
127,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,check your credit report,1,financial
128,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,drink or bathe in lourdes water,5,spiritual
129,ccb04eed-2349-11ea-b4dd-74d02b9c93aa,practice mindfulness by learning to live in the moment,4,spiritual
130,ccb04eee-2349-11ea-863d-74d02b9c93aa,start a gratitude journal,1,personal
131,ccb04eee-2349-11ea-863d-74d02b9c93aa,30 days of yoga,4,fitness
132,ccb04eee-2349-11ea-863d-74d02b9c93aa,do thirty pushups,1,fitness
133,ccb04eee-2349-11ea-863d-74d02b9c93aa,master five yoga poses.,4,fitness
134,ccb04eef-2349-11ea-894e-74d02b9c93aa,choreograph a dance,2,creative
135,ccb04eef-2349-11ea-894e-74d02b9c93aa,enjoy being a beginner,1,creative
136,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,adopt a child,4,long-term
137,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,"set a local, state, or world record in something",5,long-term
138,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,create financial freedom,1,long-term
139,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,buy a high level of insurance,1,financial
140,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,earn enough money to be generous,3,financial
141,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,go to bed at a reasonable time,4,healthy
142,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,be inspiring,1,social and family
143,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,maintain a healthy work-life balance,3,social and family
144,ccb04ef0-2349-11ea-92b5-74d02b9c93aa,create a new recipe and master it,4,creative
145,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,master four plyometric moves,3,fitness
146,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,develop a workout routine,4,fitness
147,ccb04ef1-2349-11ea-8a22-74d02b9c93aa,add sprints to your run,2,fitness
148,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,become a master at reiki,4,spiritual
149,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,practice mindfulness by learning to live in the moment,4,spiritual
150,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,attend a silent retreat,4,spiritual
151,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,become a thought leader,1,career
152,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,create a website,2,career
153,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,train for a marathon,5,healthy
154,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,eat in for 30 days straight,5,healthy
155,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,do a media detox,5,personal
156,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,learn something new,5,personal
157,ccb04ef2-2349-11ea-a0f6-74d02b9c93aa,master four plyometric moves,2,fitness
158,ccb04ef3-2349-11ea-a003-74d02b9c93aa,hold a deep squat for one minute,2,fitness
159,ccb04ef3-2349-11ea-a003-74d02b9c93aa,do thirty pushups,1,fitness
160,ccb04ef3-2349-11ea-a003-74d02b9c93aa,build something,1,creative
161,ccb04ef4-2349-11ea-b006-74d02b9c93aa,add sprints to your run,3,fitness
162,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,go to bed at a reasonable time,4,healthy
163,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,be inspiring,3,social and family
164,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,maintain a healthy work-life balance,5,social and family
165,ccb04ef5-2349-11ea-b59c-74d02b9c93aa,volunteer,1,social and family
166,ccb04ef6-2349-11ea-872f-74d02b9c93aa,"set a local, state, or world record in something",1,long-term
167,ccb04ef6-2349-11ea-872f-74d02b9c93aa,become a mentor,3,career
168,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,do a handstand for at least 10 seconds,4,fitness
169,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,try a new form of exercise,3,fitness
170,ccb04ef7-2349-11ea-8a9f-74d02b9c93aa,30 days of yoga,4,fitness
171,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,exercise,2,healthy
172,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,drink more water,3,healthy
173,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,eat more veggies,4,healthy
174,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,take a â€˜meâ€™ day,1,knowledge
175,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,develop the skills that are needed to properly learn,3,knowledge
176,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,be interpersonally effective,2,social and family
177,ccb04ef8-2349-11ea-83e4-74d02b9c93aa,reach out to someone,1,social and family
178,ccb04ef9-2349-11ea-a855-74d02b9c93aa,create financial freedom,1,long-term
179,ccb04ef9-2349-11ea-a855-74d02b9c93aa,learn to love,1,long-term
180,ccb04ef9-2349-11ea-a855-74d02b9c93aa,leave a legacy,2,long-term
181,ccb04ef9-2349-11ea-a855-74d02b9c93aa,exercise,2,healthy
182,ccb04ef9-2349-11ea-a855-74d02b9c93aa,drink water,5,healthy
183,ccb04ef9-2349-11ea-a855-74d02b9c93aa,get enough sleep,2,healthy
184,ccb04ef9-2349-11ea-a855-74d02b9c93aa,take a painting class,3,creative
185,ccb04ef9-2349-11ea-a855-74d02b9c93aa,become a thought leader,1,career
186,ccb04ef9-2349-11ea-a855-74d02b9c93aa,start my own business,1,career
187,ccb04ef9-2349-11ea-a855-74d02b9c93aa,become an active listener,5,social and family
188,ccb04ef9-2349-11ea-a855-74d02b9c93aa,reach out to a distant family member,4,social and family
189,ccb04ef9-2349-11ea-a855-74d02b9c93aa,be a good family member,4,social and family
190,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,become a mentor,3,career
191,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,create a new recipe and master it,1,creative
192,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,redesign the inside of your home,3,creative
193,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,build something,1,creative
194,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,read the entire bible,1,spiritual
195,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,limit screen time after work,3,personal
196,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,journal every day,2,personal
197,ccb04efa-2349-11ea-ba0c-74d02b9c93aa,learn something new,4,personal
198,ccb04efb-2349-11ea-b53d-74d02b9c93aa,eat in for 30 days straight,4,healthy
199,ccb04efb-2349-11ea-b53d-74d02b9c93aa,be inspiring,2,social and family
200,ccb04efb-2349-11ea-b53d-74d02b9c93aa,maintain a healthy work-life balance,3,social and family
201,ccb04efb-2349-11ea-b53d-74d02b9c93aa,limit screen time after work,4,personal
202,ccb04efb-2349-11ea-b53d-74d02b9c93aa,clear out your closet of things you no longer wear,2,personal
203,ccb04efb-2349-11ea-b53d-74d02b9c93aa,journal every day,2,personal
204,ccb04efc-2349-11ea-b0c2-74d02b9c93aa,do a media detox,3,personal
205,ccb075de-2349-11ea-b419-74d02b9c93aa,travel abroad,4,long-term
206,ccb075df-2349-11ea-af55-74d02b9c93aa,make a career out of a hobby,4,career
207,ccb075df-2349-11ea-af55-74d02b9c93aa,create a website,4,career
208,ccb075df-2349-11ea-af55-74d02b9c93aa,continue my education,5,career
209,ccb075df-2349-11ea-af55-74d02b9c93aa,leave a legacy,1,long-term
210,ccb075df-2349-11ea-af55-74d02b9c93aa,invent something,4,long-term
211,ccb075df-2349-11ea-af55-74d02b9c93aa,learn to love,3,long-term
212,ccb075df-2349-11ea-af55-74d02b9c93aa,learn to view my mistakes,4,knowledge
213,ccb075df-2349-11ea-af55-74d02b9c93aa,take a â€˜meâ€™ day,3,knowledge
214,ccb075e0-2349-11ea-94aa-74d02b9c93aa,practice mindfulness by learning to live in the moment,5,spiritual
215,ccb075e0-2349-11ea-94aa-74d02b9c93aa,learn how to identify with my higher self,2,spiritual
216,ccb075e0-2349-11ea-94aa-74d02b9c93aa,donate to a cause you care about,1,financial
217,ccb075e0-2349-11ea-94aa-74d02b9c93aa,live debt-free,3,financial
218,ccb075e0-2349-11ea-94aa-74d02b9c93aa,make a vision board,1,creative
219,ccb075e1-2349-11ea-a8b6-74d02b9c93aa,recognize that learning can happen anywhere,5,knowledge
220,ccb075e1-2349-11ea-a8b6-74d02b9c93aa,rally a community around,2,long-term
221,ccb075e1-2349-11ea-a8b6-74d02b9c93aa,create financial freedom,4,long-term
222,ccb075e1-2349-11ea-a8b6-74d02b9c93aa,"set a local, state, or world record in something",3,long-term
223,ccb075e2-2349-11ea-a95d-74d02b9c93aa,get up when your alarm goes off,3,personal
224,ccb075e2-2349-11ea-a95d-74d02b9c93aa,do a media detox,5,personal
225,ccb075e2-2349-11ea-a95d-74d02b9c93aa,overcome the fear of public speaking,1,career
226,ccb075e2-2349-11ea-a95d-74d02b9c93aa,interview a spiritual leader,3,spiritual
227,ccb075e2-2349-11ea-a95d-74d02b9c93aa,read the entire bible,5,spiritual
228,ccb075e2-2349-11ea-a95d-74d02b9c93aa,meditate every morning,3,healthy
229,ccb075e2-2349-11ea-a95d-74d02b9c93aa,go to bed at a reasonable time,3,healthy
230,ccb075e3-2349-11ea-9608-74d02b9c93aa,buy a high level of insurance,4,financial
231,ccb075e4-2349-11ea-8811-74d02b9c93aa,reach out to someone,4,social and family
232,ccb075e4-2349-11ea-8811-74d02b9c93aa,volunteer,5,social and family
233,ccb075e4-2349-11ea-8811-74d02b9c93aa,update your budget,1,financial
234,ccb075e4-2349-11ea-8811-74d02b9c93aa,have additional income,5,financial
235,ccb075e4-2349-11ea-8811-74d02b9c93aa,earn enough money to be generous,2,financial
236,ccb075e4-2349-11ea-8811-74d02b9c93aa,recognize that learning can happen anywhere,2,knowledge
237,ccb075e4-2349-11ea-8811-74d02b9c93aa,get an advanced degree in a subject,4,knowledge
238,ccb075e4-2349-11ea-8811-74d02b9c93aa,overcome the fear of public speaking,4,career
239,ccb075e4-2349-11ea-8811-74d02b9c93aa,take trips to the 50 holiest sites in the world,4,spiritual
240,ccb075e5-2349-11ea-a4ce-74d02b9c93aa,master five yoga poses.,2,fitness
241,ccb075e5-2349-11ea-a4ce-74d02b9c93aa,run a 10k,2,fitness
242,ccb075e5-2349-11ea-a4ce-74d02b9c93aa,overcome the fear of public speaking,3,career
243,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,master five yoga poses.,4,fitness
244,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,start my own business,5,career
245,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,create a website,3,career
246,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,continue my education,4,career
247,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,"write 1,200 words each day for a month",2,creative
248,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,create a new recipe and master it,5,creative
249,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,choreograph a dance,3,creative
250,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,learn a new language,1,knowledge
251,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,gain enough knowledge about a topic to be able to teach a class,4,knowledge
252,ccb075e6-2349-11ea-9cfd-74d02b9c93aa,take a â€˜meâ€™ day,1,knowledge
254,ccb075e8-2349-11ea-a753-74d02b9c93aa,train for a marathon,4,healthy
255,ccb075e8-2349-11ea-a753-74d02b9c93aa,drink more water,4,healthy
256,ccb075e8-2349-11ea-a753-74d02b9c93aa,eat more veggies,4,healthy
257,ccb075e8-2349-11ea-a753-74d02b9c93aa,make a career out of a hobby,2,career
258,ccb075e8-2349-11ea-a753-74d02b9c93aa,become the expert,1,career
259,ccb075e8-2349-11ea-a753-74d02b9c93aa,try a new form of exercise,1,fitness
260,ccb075e8-2349-11ea-a753-74d02b9c93aa,plan your dream vacation,2,personal
261,ccb075e8-2349-11ea-a753-74d02b9c93aa,do a media detox,3,personal
262,ccb075e8-2349-11ea-a753-74d02b9c93aa,take a class that interests me but is irrelevant to my career,3,knowledge
263,ccb075e9-2349-11ea-8b89-74d02b9c93aa,earn enough money to be generous,1,financial
264,ccb075e9-2349-11ea-8b89-74d02b9c93aa,become the expert,4,career
265,ccb075e9-2349-11ea-8b89-74d02b9c93aa,become a thought leader,2,career
266,ccb075e9-2349-11ea-8b89-74d02b9c93aa,learn a new language,3,knowledge
267,ccb075e9-2349-11ea-8b89-74d02b9c93aa,take a â€˜meâ€™ day,3,knowledge
268,ccb075e9-2349-11ea-8b89-74d02b9c93aa,take a class that interests me but is irrelevant to my career,2,knowledge
269,ccb075e9-2349-11ea-8b89-74d02b9c93aa,learn to love,1,long-term
270,ccb075e9-2349-11ea-8b89-74d02b9c93aa,become my best self,2,long-term
271,ccb075e9-2349-11ea-8b89-74d02b9c93aa,master four plyometric moves,5,fitness
272,ccb075e9-2349-11ea-8b89-74d02b9c93aa,squeeze in 10 minutes of exercise per day,4,fitness
273,ccb075e9-2349-11ea-8b89-74d02b9c93aa,do thirty pushups,2,fitness
274,ccb075ea-2349-11ea-ad73-74d02b9c93aa,create a website,5,career
275,ccb075ea-2349-11ea-ad73-74d02b9c93aa,exceed the expectations,5,career
276,ccb075ea-2349-11ea-ad73-74d02b9c93aa,become an active listener,4,social and family
277,ccb075ea-2349-11ea-ad73-74d02b9c93aa,be a good family member,4,social and family
278,ccb075ea-2349-11ea-ad73-74d02b9c93aa,create a new recipe and master it,3,creative
279,ccb075ea-2349-11ea-ad73-74d02b9c93aa,develop the skills that are needed to properly learn,5,knowledge
280,ccb075ea-2349-11ea-ad73-74d02b9c93aa,recognize that learning can happen anywhere,5,knowledge
281,ccb075ea-2349-11ea-ad73-74d02b9c93aa,explore two new places,5,knowledge
282,ccb075ea-2349-11ea-ad73-74d02b9c93aa,live debt-free,5,financial
283,ccb075ea-2349-11ea-ad73-74d02b9c93aa,create a budgeting habit,4,financial
284,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,start a gratitude journal,3,personal
285,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,learn something new,4,personal
286,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,journal every day,5,personal
287,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,create financial freedom,3,long-term
288,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,rally a community around,1,long-term
289,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,become my best self,1,long-term
290,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,make a vision board,5,creative
291,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,choreograph a dance,5,creative
292,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,create a new recipe and master it,4,creative
293,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,exercise,2,healthy
294,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,go au natural,1,healthy
295,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,meditate every morning,3,healthy
296,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,start planning for retirement,4,financial
297,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,make an extra $500,2,financial
298,ccb075eb-2349-11ea-a3f2-74d02b9c93aa,pay off my student loans and build a college fund for my children,2,financial
299,ccb075ec-2349-11ea-8ac2-74d02b9c93aa,swim a mile,4,fitness
300,ccb075ec-2349-11ea-8ac2-74d02b9c93aa,try a new form of exercise,5,fitness
301,ccb075ec-2349-11ea-8ac2-74d02b9c93aa,do a handstand for at least 10 seconds,5,fitness
304,ccb075ef-2349-11ea-a29e-74d02b9c93aa,make a career out of a hobby,1,career
305,ccb075ef-2349-11ea-a29e-74d02b9c93aa,update your budget,5,financial
306,ccb075ef-2349-11ea-a29e-74d02b9c93aa,love whatever you are doing that is making you money,5,financial
307,ccb075ef-2349-11ea-a29e-74d02b9c93aa,pay off my home within twenty years,3,financial
308,ccb075ef-2349-11ea-a29e-74d02b9c93aa,learn how to knit,5,creative
309,ccb075ef-2349-11ea-a29e-74d02b9c93aa,"write 1,200 words each day for a month",4,creative
311,ccb075f1-2349-11ea-b85b-74d02b9c93aa,"set a local, state, or world record in something",1,long-term
312,ccb075f1-2349-11ea-b85b-74d02b9c93aa,create financial freedom,4,long-term
313,ccb075f1-2349-11ea-b85b-74d02b9c93aa,start a family,2,long-term
314,ccb075f1-2349-11ea-b85b-74d02b9c93aa,meet someone who has a religious or spiritual background,5,spiritual
315,ccb075f1-2349-11ea-b85b-74d02b9c93aa,practice mindfulness by learning to live in the moment,4,spiritual
316,ccb075f1-2349-11ea-b85b-74d02b9c93aa,learn to live in line with spiritual values,1,spiritual
317,ccb075f2-2349-11ea-8bad-74d02b9c93aa,take a â€˜meâ€™ day,5,knowledge
